siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
420735656,00019,42073565600019,O,1998-11-02,21,2019,,2021-10-27T08:01:29,true,A,O,,1998-11-02,5710,MAXELI,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,21,2019,00019,2021-10-27T08:01:29,PME,2019,,,,,AUX ROTY,38660,LE TOUVET,,,38511,,,,,,,,,,,,,,,,,,,A,INTERMARCHE,,,,47.11F,NAFRev2,O
420822769,00022,42082276900022,O,2002-05-01,NN,,,2021-02-23T11:41:59,true,A,O,,1998-10-14,1000,,,,,,M,GONNETON,,THIERRY,,,,THIERRY,,47.11B,NAFRev2,,,O,NN,,00022,2017-05-20T05:23:23,PME,2019,,,,,LE VILLAGE,38380,MIRIBEL-LES-ECHELLES,,,38236,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
421098088,00444,42109808800444,O,2003-06-30,02,2019,,2021-10-27T08:01:55,false,A,O,,1998-12-08,5710,THIRIET MAGASINS,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,41,2019,00014,2022-01-18T03:45:54,ETI,2019,,8,,RUE,TRAVERSIERE,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,A,MAISON THIRIET,,,,47.11A,NAFRev2,O
421098088,00451,42109808800451,O,2003-06-30,02,2019,,2021-10-27T08:01:55,false,A,O,,1998-12-08,5710,THIRIET MAGASINS,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,41,2019,00014,2022-01-18T03:45:54,ETI,2019,ESTRESSIN  ZI LE CROISSANT FERTILE,,,CHE,DES LONES,38200,VIENNE,,,38544,,,,,,,,,,,,,,,,,,,A,MAISON THIRIET,,,,47.11A,NAFRev2,O
421098088,00469,42109808800469,O,2003-06-30,02,2019,,2021-10-27T08:01:55,false,A,O,,1998-12-08,5710,THIRIET MAGASINS,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,41,2019,00014,2022-01-18T03:45:54,ETI,2019,,,,RUE,DE JONCHAIN NORD,38150,SALAISE-SUR-SANNE,,,38468,,,,,,,,,,,,,,,,,,,A,MAISON THIRIET,,,,47.11A,NAFRev2,O
421098088,01939,42109808801939,O,2021-11-15,,,,2021-09-23T03:44:26,false,A,O,,1998-12-08,5710,THIRIET MAGASINS,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,41,2019,00014,2022-01-18T03:45:54,ETI,2019,,17,,CHE,DU CHAPON,38110,SAINT-JEAN-DE-SOUDAIN,,,38401,,,,,,,,,,,,,,,,,,,A,MAISON THIRIET,,,MAISON THIRIET,47.11A,NAFRev2,O
421110198,00445,42111019800445,O,2003-10-01,12,2019,,2021-10-27T08:01:57,false,A,O,,1998-12-09,5710,THIRIET DISTRIBUTION,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,42,2019,00015,2021-11-26T15:16:33,ETI,2019,,16,,,ZA DU PERELLY,38300,RUY-MONTCEAU,,,38348,,,,,,,,,,,,,,,,,,,A,MAISON THIRIET,,,,47.11A,NAFRev2,O
421110198,00650,42111019800650,O,2003-10-01,12,2019,,2021-10-27T08:01:57,false,A,O,,1998-12-09,5710,THIRIET DISTRIBUTION,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,42,2019,00015,2021-11-26T15:16:33,ETI,2019,ZAC DES BAUCHES,17,,RUE,DE L INDUSTRIE,38640,CLAIX,,,38111,,,,,,,,,,,,,,,,,,,A,MAISON THIRIET,,,,47.11A,NAFRev2,O
421110198,01237,42111019801237,O,2020-01-01,,,,2021-02-22T13:46:41,false,A,O,,1998-12-09,5710,THIRIET DISTRIBUTION,,,,,,,,,,,,,,47.11A,NAFRev2,,N,O,42,2019,00015,2021-11-26T15:16:33,ETI,2019,,6,,RTE,NATIONALE,38110,SAINT-JEAN-DE-SOUDAIN,,,38401,,,,,,,,,,,,,,,,,,,A,,,,,47.11A,NAFRev2,N
421288101,00015,42128810100015,O,1998-12-11,03,2019,,2021-10-27T08:02:11,true,A,O,,1998-12-11,5499,IF INVESTISSEMENTS,,LE PANIER DES MONTAGNARDS,,,,,,,,,,,,47.11B,NAFRev2,,,O,03,2019,00015,2021-10-27T08:02:11,PME,2019,LES DEUX ALPES,,,PL,DE VENOSC,38860,LES DEUX ALPES,,,38253,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
421398298,00040,42139829800040,O,2019-08-01,,,,2021-06-29T04:00:55,true,A,O,,1999-01-03,5499,L'ESCALE DES NEIGES,,,,,,,,,,,,,,47.11B,NAFRev2,,N,N,00,2018,00040,2021-06-29T04:00:55,PME,2019,RESTAURANT L ESPLANADE LES JARDINS DE,,,AV,DE BEAUREGARD,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,A,LE COMPTOIR DES PAPILLES,,,,47.11B,NAFRev2,N
421671983,00011,42167198300011,O,1998-12-15,NN,,,2019-11-14T14:00:36,true,A,O,,1998-12-15,5499,EPICERIE VINCENDON,,EPICERIE VINCENDON,,,,,,,,,,,,47.11B,NAFRev2,,,N,NN,,00011,2017-05-20T05:27:46,PME,2019,,9,,RUE,PIERRE VINCENDON,38110,LA TOUR-DU-PIN,,,38509,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
422269290,00025,42226929000025,O,2003-01-22,21,2019,,2021-10-27T08:03:32,true,A,O,,1999-03-02,5710,BERLIDIS,,SUPER U,,,,,,,,,,,,47.11D,NAFRev2,,,O,21,2019,00025,2021-10-27T08:03:31,PME,2019,ZONE ARTISANALE,60,,CHE,DES EVEQUAUX,38330,BIVIERS,,,38045,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
422415117,00015,42241511700015,O,1999-02-01,NN,,,2021-10-01T10:51:04,true,A,O,,1999-02-01,1000,,,,,,M,DAGUET,,ERIC,JACQUES,ALFRED,,ERIC,,47.11B,NAFRev2,,,N,NN,,00015,2021-10-01T10:51:04,,,,292,B,CAR,DES NOYERS,38360,NOYAREY,,,38281,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
424473585,00018,42447358500018,O,1999-09-14,01,2019,,2021-10-27T08:06:23,true,A,O,,1999-09-14,5710,ATHON PRIMEURS,,ATHON PRIMEURS,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00018,2021-10-27T08:06:23,PME,2019,GALERIE MARCHANDE ROZAT,,,,DE ROZAT,38330,SAINT-ISMIER,,,38397,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
428115810,00031,42811581000031,O,2016-09-23,,,,2019-11-14T14:00:36,true,A,O,,1999-12-01,1000,,,,,,F,GOGUE,GOGUE-GILBERT,FRANCOISE,NATHALIE,,,FRANCOISE,,47.11C,NAFRev2,,,O,NN,,00031,2017-05-20T05:47:54,PME,2019,COPROPRIETE LE BALCON DE VILLARD,,,,LIEUDITS VILLARD LE HAUT A LA,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,A,PROXI,,,EPICERIE DU BALCON,47.11C,NAFRev2,O
428268023,00952,42826802300952,O,2000-07-01,11,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,24,B,BD,JOSEPH VALLIER,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,00986,42826802300986,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,46,,CRS,JEAN JAURES,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,01935,42826802301935,O,2000-07-01,21,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,ZI DE CROLLES,,,RTE,NATIONALE,38920,CROLLES,,,38140,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,01943,42826802301943,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,,PRE DES ROCHES,38520,LE BOURG D'OISANS,,,38052,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,01968,42826802301968,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,20,,RUE,ST EXUPERY,38420,LE VERSOUD,,,38538,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,01976,42826802301976,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,,ZI DE VILLARET LA MURE,38350,SUSVILLE,,,38499,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,01984,42826802301984,O,2000-07-01,11,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,CENTRE COMMERCIAL,,,RUE,DE LA FAUCONNIERE,38170,SEYSSINET-PARISET,,,38485,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,01992,42826802301992,O,2000-07-01,NN,,,2021-02-15T15:55:17,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,7,,AV,DU 8 MAI 1945,38450,VIF,,,38545,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,02008,42826802302008,O,2000-07-01,11,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,6,,PL,AUX HERBES,38330,SAINT-ISMIER,,,38397,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,02172,42826802302172,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,LD,LE SUZON,38270,SAINT-BARTHELEMY,,,38363,,,,,,,,,,,,,,,,,,,A,SUPERMARCHE CASINO,,,,47.11D,NAFRev2,O
428268023,02180,42826802302180,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,4,,RTE,DES ECHARRIERES,38440,SAINT-JEAN-DE-BOURNAY,,,38399,,,,,,,,RUE,DE LA BARRE,38440,SAINT-JEAN-DE-BOURNAY,,,38399,,,,,A,,,,,47.11D,NAFRev2,O
428268023,02198,42826802302198,O,2000-07-01,11,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,RUE,SALEPETRIERE,38260,LA COTE-SAINT-ANDRE,,,38130,,,,,,,,,,,,,,,,,,,A,SUPERMARCHE CASINO,,,,47.11D,NAFRev2,O
428268023,02370,42826802302370,O,2000-07-01,12,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,26 A 28,26,,CRS,BERRIAT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
428268023,03279,42826802303279,O,2000-07-01,31,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,76,,AV,GABRIEL PERI,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,GEANT ST MARTIN D HERES,,,,47.11F,NAFRev2,O
428268023,03410,42826802303410,O,2000-07-01,31,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,120,,BD,PAUL LANGEVIN,38600,FONTAINE,,,38169,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
428268023,08674,42826802308674,O,2000-07-01,01,2019,,2021-10-27T08:07:38,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,RUE,DES BAINS,38850,CHARAVINES,,,38082,,,,,,,,,,,,,,,,,,,A,LE PETIT CASINO DE CHARAVINES,,,,47.11C,NAFRev2,O
428268023,10340,42826802310340,O,2000-07-01,,,,2017-01-29T15:15:51,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,ESTRESSIN,38,,AV,MARCELLIN BERTHELOT,38200,VIENNE,,,38544,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,13583,42826802313583,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,PL,DE L'EGLISE,38490,AOSTE,,,38012,,,,,,,,,,,,,,,,,,,A,VIVAL,,,,47.11C,NAFRev2,O
428268023,15513,42826802315513,O,2000-07-01,NN,,,2018-09-29T12:08:48,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,RUE,DU BREUIL,38710,MENS,,,38226,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,15521,42826802315521,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,11,,RUE,DE SAINT ROBERT,38120,SAINT-EGREVE,,,38382,,,,,,,,,,,,,,,,,,,A,CASINO SHOP,,,,47.11C,NAFRev2,O
428268023,15562,42826802315562,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,PL,DE STALINGRAD,38420,DOMENE,,,38150,,,,,,,,,,,,,,,,,,,A,LE PETIT CASINO DE DOMENE,,,,47.11C,NAFRev2,O
428268023,15620,42826802315620,O,2000-07-01,NN,,,2017-01-29T15:17:03,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,15,,,GRANDE RUE,38470,VINAY,,,38559,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,15646,42826802315646,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,PL,JULIEN BERTRAND,38880,AUTRANS-MEAUDRE EN VERCORS,,,38225,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,15786,42826802315786,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,CTRE CIAL DES BEALIERES,2,,PL,DES TUILEAUX,38240,MEYLAN,,,38229,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,15836,42826802315836,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,3,,RUE,CAPITAINE CAMINE,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,VIVAL,,,,47.11B,NAFRev2,O
428268023,15844,42826802315844,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,2,,RUE,MEUNIERS,38580,ALLEVARD,,,38006,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11C,NAFRev2,O
428268023,15869,42826802315869,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,15 AVENUE PERROT ET,71,,BD,CLEMENCEAU,38100,GRENOBLE,,,38185,,,,,,,,AV,JEAN PERROT,38100,GRENOBLE,,,38185,,,,,A,,,,,47.11B,NAFRev2,O
428268023,15992,42826802315992,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,RUE,GENERAL DE GAULLE,38520,LE BOURG D'OISANS,,,38052,,,,,,,,,,,,,,,,,,,A,LEADER PRICE EXPRESS,,,DISTRIBUTION CASINO FRANCE,47.11C,NAFRev2,O
428268023,16024,42826802316024,O,2000-07-01,NN,,,2019-11-14T14:00:36,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,,GRANDE RUE,38680,PONT-EN-ROYANS,,,38319,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,16206,42826802316206,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,PL,DE L HOTEL DE VILLE,38450,VIF,,,38545,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,20943,42826802320943,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,HAMEAU D' URIAGE LES BAINS,336,,AV,DES THERMES,38410,SAINT MARTIN D'URIAGE,,,38422,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11C,NAFRev2,O
428268023,21685,42826802321685,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,PL,DE LA LIBERATION,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,A,CASINO SHOP,,,,47.11C,NAFRev2,O
428268023,22162,42826802322162,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,,CTRE CIAL PRE LATOUR,38660, PLATEAU-DES-PETITES-ROCHES,,,38395,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11C,NAFRev2,O
428268023,22873,42826802322873,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,3,,RUE,DE LA REPUBLIQUE,38540,HEYRIEUX,,,38189,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
428268023,23467,42826802323467,O,2000-07-01,01,2019,,2021-10-27T08:07:39,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,14,,PL,LIBERTE,38140,IZEAUX,,,38194,,,,,,,,,,,,,,,,,,,A,PETIT CASINO,,,,47.11B,NAFRev2,O
428268023,28888,42826802328888,O,2001-01-31,22,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,CENTRE COMMERCIAL,1515,,AV,FREDERIC MISTRAL,38670,CHASSE-SUR-RHONE,,,38087,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
428268023,29944,42826802329944,O,2001-02-01,01,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,PETIT CASINO,,,,LE VILLAGE,38250,CORRENCON-EN-VERCORS,,,38129,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
428268023,32559,42826802332559,O,2002-12-21,01,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,VENOSC,21,,,LIRARDE,38860,LES DEUX ALPES,,,38253,,,,,,,,,,,,,,,,,,,A,SHERPA SUPERMARCHE,,,,47.11B,NAFRev2,O
428268023,33649,42826802333649,O,2004-02-12,01,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,,,RUE,DE LA GARE,38730,VAL-DE-VIRIEU,,,38560,,,,,,,,,,,,,,,,,,,A,SPAR,,,,47.11C,NAFRev2,O
428268023,34639,42826802334639,O,2005-02-11,01,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,LES 2 ALPES,20,,AV,DE LA MUZELLE,38860,LES DEUX ALPES,,,38253,,,,,,,,,,,,,,,,,,,A,CASINO SHOP,,,,47.11C,NAFRev2,N
428268023,35024,42826802335024,O,2005-06-24,01,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,3-5,3,,RUE,MONTORGE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,LEADER PRICE EXPRESS,,,,47.11C,NAFRev2,O
428268023,35230,42826802335230,O,2005-09-23,01,2019,,2021-10-27T08:07:40,false,A,O,,1999-12-08,5710,DISTRIBUTION CASINO FRANCE,DCF,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,53,2019,37699,2022-02-14T16:42:49,GE,2019,,44,,AV,ALSACE LORRAINE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,CASINO SHOP,,,,47.11C,NAFRev2,O
