siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
343262622,21509,34326262221509,O,2018-01-31,,,,2018-01-18T10:53:54,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,14,,RUE,DU MOULIN,38920,CROLLES,,,38140,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,21848,34326262221848,O,2018-06-12,,,,2019-11-14T14:00:36,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,114,,RTE,DE CREMIEU,38230,TIGNIEU-JAMEYZIEU,,,38507,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,22846,34326262222846,O,2019-07-10,,,,2019-06-21T15:26:07,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,RUE,PAUL CLAUDEL,38510,MORESTEL,,,38261,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,23273,34326262223273,O,2019-07-01,,,,2019-11-14T14:00:36,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,LIEUDIT PERRIER,,,,RN7,38150,SALAISE-SUR-SANNE,,,38468,,,,,,,,,,,,,,,,,,,A,LIDL,,,,47.11D,NAFRev2,O
343262622,23752,34326262223752,O,2019-12-01,,,,2020-11-30T14:06:01,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,6,,RUE,DES SAYES,38080,L'ISLE-D'ABEAU,,,38193,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,24263,34326262224263,O,2020-09-02,,,,2020-08-26T14:47:53,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,20,,AV,DE GRENOBLE,38170,SEYSSINET-PARISET,,,38485,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,O
343262622,24388,34326262224388,O,2020-11-04,,,,2020-10-26T10:55:23,false,A,O,,1987-12-17,5202,LIDL,,SNC LIDL,,,,,,,,,,,,47.11D,NAFRev2,,N,O,53,2019,18927,2022-02-14T13:31:10,GE,2019,,,,,LES SETIVES,38110,SAINT-JEAN-DE-SOUDAIN,,,38401,,,,,,,,,,,,,,,,,,,A,LIDL,,,SNC LIDL,47.11D,NAFRev2,N
344399977,00034,34439997700034,O,2008-07-31,11,2019,,2021-10-27T08:36:54,true,A,O,,1988-04-01,5710,SODIGUIERS,,,,,,,,,,,,,,47.11D,NAFRev2,,,O,11,2019,00034,2021-10-27T08:36:54,PME,2019,,,,AV,DU MONTCELET,38380,ENTRE-DEUX-GUIERS,,,38155,,,,,,,,,,,,,,,,,,,A,NETTO,,,,47.11D,NAFRev2,O
345032080,00011,34503208000011,O,1988-05-27,21,2019,,2021-10-27T08:37:23,true,A,O,,1988-05-27,5710,SOLAM,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00011,2021-10-27T08:37:23,PME,2019,,,,,LES MARAIS,38350,LA MURE,,,38269,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
345130488,23761,34513048823761,O,2020-11-09,,,,2020-12-04T03:39:07,false,A,O,,2021-02-02,5710,CARREFOUR PROXIMITE FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,NN,,00017,2022-02-14T13:09:16,,,,24,,RUE,NORMANDIE NIEMEN,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,CARREFOUR CITY,,,,47.11D,NAFRev2,N
345130488,23969,34513048823969,O,2021-02-01,,,,2021-03-05T14:52:26,false,A,O,,2021-02-02,5710,CARREFOUR PROXIMITE FRANCE,,,,,,,,,,,,,,47.11D,NAFRev2,,N,O,NN,,00017,2022-02-14T13:09:16,,,,90,,AV,DE LA MUZELLE,38860,LES DEUX ALPES,,,38253,,,,,,,,,,,,,,,,,,,A,CARREFOUR MONTAGNE,,,,47.11D,NAFRev2,N
345392047,00048,34539204700048,O,2012-02-08,NN,,,2021-02-23T11:00:16,true,A,O,,1988-07-01,1000,,,,,,M,ROZIER,,PHILIPPE,MICHEL,,,PHILIPPE,,47.11C,NAFRev2,,,N,NN,,00048,2017-05-20T04:30:01,PME,2019,,141,,CRS,BERRIAT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
347831851,00014,34783185100014,O,1988-08-10,31,2019,,2021-10-27T08:38:12,true,A,O,,1988-08-10,5710,VIENNEDIS,,,,,,,,,,,,,,47.11F,NAFRev2,,,O,32,2019,00014,2021-10-27T08:38:12,ETI,2019,ZA CROISSANT FERTILE-ESTRE,,,CHE,DES LONES,38200,VIENNE,,,38544,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
348023698,00015,34802369800015,O,1988-09-13,21,2019,,2021-10-27T08:38:23,true,A,O,,1988-09-13,5710,GIVALE,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00015,2021-10-27T08:38:24,PME,2019,ZA LA GERE,,,,MALISSOL,38200,VIENNE,,,38544,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
348432212,00028,34843221200028,O,1996-09-03,NN,,,2008-01-04T22:51:55,true,A,O,,1988-11-02,1000,,,PETIT CASINO,,,M,DELBAR,,BRUNO,ROBERT,,,BRUNO,,47.11B,NAFRev2,,,N,NN,,00028,2017-05-20T04:35:33,PME,2019,,1,,RUE,DODE,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
349843060,00014,34984306000014,O,1988-12-01,NN,,4722ZB,2017-05-04T06:01:47,true,A,O,,1988-12-01,5499,AU JARDIN DE L'OISANS,,,,,,,,,,,,,,47.11B,NAFRev2,,,N,NN,,00014,2017-05-20T04:41:29,PME,2019,,,,LD,L ALPE,38750,HUEZ,,,38191,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
350243689,00014,35024368900014,O,1989-03-21,22,2019,,2021-10-27T08:00:46,true,A,O,,1989-03-21,5710,SOPODIS,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,22,2019,00014,2021-10-27T08:00:46,PME,2019,CENTRE COMMERCIAL GRAND SU,67,,RUE,DE LA DRAGUELINE,38530,PONTCHARRA,,,38314,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
350243689,00022,35024368900022,O,2004-02-16,NN,,,2018-02-05T14:57:50,false,A,O,,1989-03-21,5710,SOPODIS,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,22,2019,00014,2021-10-27T08:00:46,PME,2019,CC GRAND SUD,,,,CHENEVIERE DE BAYARD,38530,PONTCHARRA,,,38314,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
350609673,00057,35060967300057,O,1997-01-02,02,2019,,2021-10-27T08:01:10,true,A,O,,1989-04-04,5710,LE PANIER DU PRIMEUR,,,,,,,,,,,,,,47.11B,NAFRev2,,,O,02,2019,00057,2021-10-27T08:01:10,PME,2019,LES FERANDIERES,,,,LES FERANDIERES,38510,SERMERIEU,,,38483,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
350609673,00065,35060967300065,O,2018-06-01,,,,2018-08-01T04:39:15,false,A,O,,1989-04-04,5710,LE PANIER DU PRIMEUR,,,,,,,,,,,,,,47.11B,NAFRev2,,,O,02,2019,00057,2021-10-27T08:01:10,PME,2019,,1990,,RTE,D'ITALIE,38480,PRESSINS,,,38323,,,,,,,,,,,,,,,,,,,A,LE PANIER DU PRIMEUR,,,,47.11B,NAFRev2,O
350615407,00037,35061540700037,O,2017-03-31,,,,2021-02-23T11:03:20,true,A,O,,1989-04-05,5599,VOIRONDIS,,,,,,,,,,,,,,47.11D,NAFRev2,,,O,21,2019,00037,2021-10-27T08:01:11,PME,2019,,76,,BD,DENFERT ROCHEREAU,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
350858759,00011,35085875900011,O,1989-05-22,21,2019,,2022-02-04T11:14:05,true,A,O,,1989-05-22,5710,WEDMAP,,INTERMRCHE WEDMAP,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00011,2022-02-04T11:14:05,PME,2019,,,,LD,LIEUDIT LA GARE,38440,SAINT-JEAN-DE-BOURNAY,,BP 22,38399,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
351062435,00026,35106243500026,O,2008-02-01,22,2019,,2021-10-27T08:01:38,true,A,O,,1989-06-01,5710,STEGEDIS,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,22,2019,00026,2021-10-27T08:01:38,PME,2019,,2,,CHE,DE LA PIERRE,38590,SAINT-ETIENNE-DE-SAINT-GEOIRS,,,38384,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
351808050,00030,35180805000030,O,2017-04-21,01,2019,,2021-10-27T08:02:24,true,A,O,,1989-08-03,1000,,,,,,M,TROILLE,,FERNAND,YVES,PIERRE,,FERNAND,,47.11B,NAFRev2,,,O,01,2019,00030,2021-10-27T08:02:24,PME,2019,LE PEAGE DE VIZILLE,322,,RUE,DU MAQUIS DE L OISANS,38220,VIZILLE,,,38562,,,,,,,,,,,,,,,,,,,A,LE PANIER DES ALPES,,,,47.11B,NAFRev2,O
352172456,00068,35217245600068,O,2016-08-15,,,,2021-02-23T11:04:40,true,A,O,,1989-10-30,1000,,,,,,F,VILETTE,,EMMANUELLE,,,,EMMANUELLE,,47.11B,NAFRev2,,,N,NN,,00068,2017-05-20T01:18:08,PME,2019,,49,,PL,DE LA BASCULE,38160,CHATTE,,,38095,,,,,,,,,,,,,,,,,,,A,,,,CHAT'TE DEPANNE!,47.11B,NAFRev2,N
378808760,00011,37880876000011,O,1990-06-12,21,2019,,2021-12-28T04:03:40,false,A,O,,1990-06-12,5710,ABREDIS,,CHAMPION,,,,,,,,,,,,47.11F,NAFRev2,,N,O,21,2019,00029,2021-12-28T04:03:40,PME,2019,,,,RUE,DE LA REPUBLIQUE,38490,LES ABRETS-EN-DAUPHINE,,,38001,,,,,,,,,,,,,,,,,,,A,CARREFOUR MARKET,,,,47.11F,NAFRev2,O
380500165,00010,38050016500010,O,1990-12-12,02,2019,,2021-10-27T08:08:28,true,A,O,,1990-12-12,5499,VIET HUNG,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,02,2019,00010,2021-10-27T08:08:28,PME,2019,,11,,RUE,NICOLAS CHORIER,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
380589713,00045,38058971300045,O,2013-06-01,NN,,,2017-02-15T13:37:01,true,A,O,,1991-01-01,1000,,,L AZUR,,,M,DERAIL,,DAMIEN,,,,DAMIEN,,47.11B,NAFRev2,,,O,NN,,00045,2017-05-20T01:54:46,PME,2019,,90,,MTE,DU VILLAGE,38730,VALENCOGNE,,,38520,,,,,,,,,,,,,,,,,,,A,EPICERIE DU VILLAGE,,,,47.11B,NAFRev2,O
381159870,00025,38115987000025,O,1992-09-22,,,,2016-01-12T12:43:53,true,A,O,,1990-12-20,1000,,,,,,M,RIPPERT,,PASCAL,,,,PASCAL,,47.11B,NAFRev2,,,N,,,00025,2017-05-20T01:57:53,PME,2019,,,,PL,BERTRAND,38880,AUTRANS-MEAUDRE EN VERCORS,,,38225,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
381777481,00015,38177748100015,O,1989-12-22,NN,,,2013-01-14T11:21:44,true,A,O,,1989-12-22,1000,,,ALIMENTATION GENERALE ET BAZAR KASMI,,,M,KASMI,,MOHAMMED,BEN,AHMED,,MOHAMMED,,47.11B,NAFRev2,,,N,NN,,00015,2017-05-20T02:02:04,PME,2019,,32,,AV,POTIE,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
382160810,00018,38216081000018,O,1991-07-11,NN,,,2008-01-04T22:06:15,true,A,O,,1991-07-11,1000,,,,,,F,REYNAUD,,NATHALIE,,,,NATHALIE,,47.11B,NAFRev2,,,N,NN,,00018,2017-05-20T02:04:26,PME,2019,,70,,,LES GRANDS TOURNANTS,38300,MEYRIE,,,38230,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
382566735,00033,38256673500033,O,2019-12-22,,,,2020-02-25T03:42:55,true,A,O,,1991-07-16,1000,,,,,,M,GUILLET,,RODOLPHE,,,,RODOLPHE,,47.11B,NAFRev2,,,N,NN,,00033,2020-03-26T12:20:20,PME,2019,,217,,CHE,CHEMIN DE MALATRAI,38460,SAINT-HILAIRE-DE-BRENS,,,38392,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
383306461,00039,38330646100039,O,2017-08-22,,,,2021-02-23T11:11:32,true,A,O,,1991-09-02,1000,,,,,,M,DRAY,,JEAN,LUC,,,JEAN,,47.11B,NAFRev2,,,N,NN,,00039,2017-08-28T08:48:35,PME,2019,CHAMOIX 2 APP 41,,,,PRAPOUTEL,38190,LES ADRETS,,,38002,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
383491750,00014,38349175000014,O,1991-11-12,21,2019,,2021-10-27T08:11:58,true,A,O,,1991-11-12,5710,VILLANS,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,21,2019,00014,2021-10-27T08:11:58,PME,2019,QUARTIER,,,,QUARTIER DES GEYMONDS,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
384331625,00028,38433162500028,O,2017-02-01,,,,2021-02-23T11:12:30,true,A,O,,1992-01-01,1000,,,,,,F,BAIN,LOUERGHEMMI,MICHELE,,,,MICHELE,,47.11B,NAFRev2,,,N,NN,,00028,2017-05-20T02:18:10,PME,2019,,100,,PL,CECILLON DU PERRIER,38780,SEPTEME,,,38480,,,,,,,,,,,,,,,,,,,A,LE PETIT MARCHE,,,,47.11B,NAFRev2,N
384759908,00039,38475990800039,O,2003-10-28,02,2019,,2021-10-27T08:13:39,false,A,O,,1992-02-25,1000,,,RESTAURANT RAJAH,,,M,VARATHARAJAH,,SOTHIVEL,,,,SOTHIVEL,,56.10A,NAFRev2,,,O,02,2019,00013,2021-10-27T08:13:39,PME,2019,,24,,AV,FELIX VIALLET,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,WORLD MARKET,,,,47.11B,NAFRev2,O
385357827,00018,38535782700018,O,1992-05-14,03,2019,,2021-10-27T08:14:21,true,A,O,,1992-05-14,5499,SUMIDIS,,PROXI,,,,,,,,,,,,47.11B,NAFRev2,,N,O,03,2019,00018,2021-10-27T08:14:21,PME,2019,,8,,RUE,GABRIEL DIDIER,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
387551302,00012,38755130200012,O,1992-03-09,02,2019,,2021-10-27T08:14:34,true,A,O,,1992-03-09,5499,SERRADIS,,SPAR,,,,,,,,,,,,47.11C,NAFRev2,,,O,02,2019,00012,2021-10-27T08:14:34,PME,2019,CENTRE COMMERCIAL LA PINEA,8,,RUE,DE LA GARE,38120,SAINT-EGREVE,,,38382,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
387826522,00022,38782652200022,O,2016-10-17,,,,2021-02-23T11:13:50,true,A,O,,1992-07-10,1000,,,,,,F,TANE,PARRA,FRANCE,,,,FRANCE,,47.11B,NAFRev2,,,N,,,00022,2020-09-18T03:47:37,PME,2019,,224,,RUE,DES GLAIEULS,38340,VOREPPE,,,38565,,,,,,,,,,,,,,,,,,,A,TRUFFES DES 4 SAISONS,,,TRUFFES DES 4 SAISONS,47.11B,NAFRev2,N
388209553,00014,38820955300014,O,1992-08-01,02,2019,,2021-10-27T08:15:34,true,A,O,,1992-08-01,5499,SAIGON STORE,,,,,,,,,,,,,,47.11B,NAFRev2,,,O,02,2019,00014,2021-10-27T08:15:34,PME,2019,,6,,RUE,DOUDART DE LAGREE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
388209553,00030,38820955300030,O,1993-12-01,NN,,,2018-10-22T19:00:55,false,A,O,,1992-08-01,5499,SAIGON STORE,,,,,,,,,,,,,,47.11B,NAFRev2,,,O,02,2019,00014,2021-10-27T08:15:34,PME,2019,,4,,RUE,DOUDART DE LAGREE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
388988206,00016,38898820600016,O,1992-10-01,03,2019,,2021-10-27T08:16:29,true,A,O,,1992-10-01,5499,LES AMELIES,,8 A HUIT,,,,,,,,,,,,47.11B,NAFRev2,,,O,03,2019,00016,2021-10-27T08:16:29,PME,2019,,,,LD,LES ORGIERES,38142,AURIS,,,38020,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
389314006,00039,38931400600039,O,2003-11-04,01,2019,9602AA,2021-10-27T08:16:50,true,A,O,,1993-01-02,5499,INTERSHOP,,,,,,,,,,,,,,47.11B,NAFRev2,,N,O,01,2019,00039,2021-10-27T08:16:50,PME,2019,,9,,PL,SAINTE CLAIRE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
389543612,00045,38954361200045,O,2005-01-10,02,2019,,2021-10-27T08:17:06,true,A,O,,1993-01-01,5499,SOLEIL PRIMEURS,,COCCI MARKET,,,,,,,,,,,,47.11C,NAFRev2,,,O,02,2019,00045,2021-10-27T08:17:06,PME,2019,,1,,RUE,DU COMOE,38610,GIERES,,,38179,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
389683475,00104,38968347500104,O,2012-06-18,NN,,,2021-02-23T11:15:36,true,A,O,,1992-09-01,1000,,,,,,M,GLATIGNY,,JEAN,MICHEL,,,JEAN,,47.11C,NAFRev2,,,N,NN,,00104,2017-05-20T02:40:33,PME,2019,SUPERETTE SPAR,,,PL,JULIEN BERTRAND,38880,AUTRANS-MEAUDRE EN VERCORS,,,38225,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
390561561,00015,39056156100015,O,1993-04-06,03,2019,,2022-01-12T04:12:15,true,A,O,,1993-04-06,5710,VIDOS,,NETTO,,,,,,,,,,,,47.11D,NAFRev2,,N,N,03,2019,00015,2022-01-12T04:12:15,PME,2019,,,,AV,ELSA TRIOLET,38220,VIZILLE,,,38562,,,,,,,,,,,,,,,,,,,A,NETTO,,,,47.11D,NAFRev2,N
390751196,00010,39075119600010,O,1993-04-06,12,2019,,2021-10-27T08:18:31,true,A,O,,1993-04-06,5710,DOMALANE,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,12,2019,00010,2021-10-27T08:18:31,PME,2019,ZONE D'ACTIVITES,4,,CHE,ETANG GIRARD,38270,REVEL-TOURDAN,,,38335,,,,,,,,,,,,,,,,,,,A,INTERMARCHE,,,,47.11D,NAFRev2,O
391128600,00056,39112860000056,O,2018-09-07,02,2019,,2021-10-27T08:18:56,true,A,O,,1993-04-24,1000,,,,,,M,OGE,,PIERRE,CHARLES,GEORGES,,PIERRE,,47.11C,NAFRev2,,,O,02,2019,00056,2021-10-27T08:18:56,PME,2019,,60,,RUE,AMPERE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
391378239,01132,39137823901132,O,2018-12-31,,,,2020-02-26T08:52:05,false,A,O,,1993-05-15,5710,AUTOGRILL COTE FRANCE,,,,,,,,,,,,,,56.10B,NAFRev2,,N,O,42,2019,00258,2021-11-16T10:47:04,GE,2019,PARC DU COUVENT,,,,LE VILLAGE,38090,VILLEFONTAINE,,,38553,,,,,,,,,,,,,,,,,,,A,LA ALTA VITA,,,LA ALTA VITA,47.11B,NAFRev2,O
391426210,00038,39142621000038,O,2002-04-15,NN,,,2021-02-25T03:42:19,true,A,O,,1993-05-15,1000,,,VIVAL,,,F,MILESI,ANNEQUIN,MARIE-FRANCE,,,,MARIE-FRANCE,,47.11B,NAFRev2,,,N,NN,,00038,2021-02-25T03:42:19,PME,2019,,165,,RUE,DU BOURG,38140,LA MURETTE,,,38270,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
391622347,00014,39162234700014,O,1993-06-21,11,2019,,2021-10-27T08:19:25,true,A,O,,1993-06-21,5710,FRANKAMICK,,NETTO,,,,,,,,,,,,47.11D,NAFRev2,,N,O,11,2019,00014,2021-10-27T08:19:25,PME,2019,,,,RUE,DOCTEUR MAZAURIC,38350,LA MURE,,,38269,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
391798907,00021,39179890700021,O,1993-05-15,NN,,,2008-01-04T23:57:03,true,A,O,,1993-05-15,5499,SARL GAPAS,,LES JARDINS DE JARRIE,,,,,,,,,,,,47.11B,NAFRev2,,,N,NN,,00021,2017-05-20T02:56:58,PME,2019,,,,PL,DE LA GARE,38560,JARRIE,,,38200,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,N
392293692,00019,39229369200019,O,1993-06-08,21,2019,,2021-10-27T08:20:08,true,A,O,,1993-06-08,5710,VACO,,,,,,,,,,,,,,47.11F,NAFRev2,,N,O,21,2019,00019,2021-10-27T08:20:08,PME,2019,ZA DE LANTEY,,,RUE,CENTRALE DE LANTEY,38510,ARANDON-PASSINS,,,38297,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
392887360,00015,39288736000015,O,1993-10-01,02,2019,,2021-10-27T08:20:49,true,A,O,,1993-10-01,1000,,,AU PETIT MARCHE,,,M,ARGOUD,,PIERRE,YVES,,,PIERRE,,47.11B,NAFRev2,,,O,02,2019,00015,2021-10-27T08:20:49,PME,2019,,,,BD,EDOUARD ARNAUD,38710,MENS,,,38226,,,,,,,,,,,,,,,,,,,A,,,,,47.11B,NAFRev2,O
393058615,00013,39305861500013,O,1993-05-26,01,2018,,2020-08-25T10:27:49,true,A,O,,1993-05-26,1000,,,CASINO FRANCE SNC,,,M,CORNET,,ALAIN,,,,ALAIN,,47.11C,NAFRev2,,,N,01,2018,00013,2020-08-25T10:27:49,PME,2019,,,,AV,DES THERMES,38410,SAINT MARTIN D'URIAGE,,,38422,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
394104665,00028,39410466500028,O,2002-09-05,21,2019,,2021-10-27T08:22:10,true,A,O,,1994-01-12,5710,CYRQUEN,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,,O,21,2019,00028,2021-10-27T08:22:10,PME,2019,,420,,RTE,DE BELLEY,38490,AOSTE,,,38012,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
394788301,00072,39478830100072,O,2005-09-05,12,2019,,2021-10-27T08:22:52,true,A,O,,1994-04-19,5710,FERME DES 4 SAISONS,,NETTO,,,,,,,,,,,,47.11D,NAFRev2,,N,O,12,2019,00072,2021-10-27T08:22:52,PME,2019,,,,RUE,DE CHARMILLON,38660,LE TOUVET,,,38511,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
394964209,00024,39496420900024,O,2007-07-23,02,2019,,2021-10-27T08:23:04,true,A,O,,1994-05-11,5499,SAVEURS PAYSANNES,,,,,,,,,,,,,,47.11C,NAFRev2,,N,O,02,2019,00024,2021-10-27T08:23:03,PME,2019,,17,,AV,ROLAND DELACHENAL,38460,CREMIEU,,,38138,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,O
395272289,00020,39527228900020,O,2008-12-18,,,,2013-10-23T03:09:51,true,A,O,,1994-05-27,5499,COCO FRUITS,,,,,,,,,,,,,,47.11C,NAFRev2,,,N,NN,,00020,2017-05-20T03:18:53,PME,2019,,2,,RUE,PRESIDENT CARNOT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,A,,,,,47.11C,NAFRev2,N
397846742,00013,39784674200013,O,1994-07-25,22,2019,,2021-10-27T08:23:57,true,A,O,,1994-07-25,5710,CLAIRIDIS,,,,,,,,,,,,,,47.11F,NAFRev2,,,O,22,2019,00013,2021-10-27T08:23:56,ETI,2019,,,,RTE,DE CONDRIEU,38370,SAINT-CLAIR-DU-RHONE,,,38378,,,,,,,,,,,,,,,,,,,A,,,,,47.11F,NAFRev2,O
398091595,00015,39809159500015,O,1994-08-18,12,2019,,2021-10-27T08:24:14,true,A,O,,1994-08-18,5710,ERTIP,,INTERMARCHE,,,,,,,,,,,,47.11D,NAFRev2,,N,O,12,2019,00015,2021-10-27T08:24:14,PME,2019,,,,,LA CONTAMINE,38210,TULLINS,,,38517,,,,,,,,,,,,,,,,,,,A,,,,,47.11D,NAFRev2,O
